Price,Year,Mileage,City,State,Vin,Make,Model
18092,2013,41927,San Jose, CA,JH4CU2F4XDC013168,Acura,TSX5-Speed
12950,2011,75860,Waterbury, CT,JH4CU2F69BC007764,Acura,TSX4dr
11785,2011,95689,Kernersville, NC,JH4CU2F61BC012313,Acura,TSX4dr
9500,2010,108841,Plano, TX,JH4CU2F69AC010937,Acura,TSX4dr
19990,2014,26284,Fox Lake, IL,JH4CU2F4XEC003550,Acura,TSX5-Speed
13995,2012,72000,Tucson, AZ,JH4CU2F43CC022051,Acura,TSXAutomatic
21300,2016,12085,Westmont, IL,19UDE2F38GA005842,Acura,ILXAutomatic
17591,2012,45736,Englewood, CO,JH4CU2F44CC004495,Acura,TSXAutomatic
17290,2015,40717,Temple Hills, MD,19VDE1F38FE009421,Acura,ILX5-Speed
14450,2011,78930,Santa Rosa, CA,JH4CU2F62BC007170,Acura,TSX4dr
11595,2010,83840,Sykesville, MD,JH4CU2F65AC007601,Acura,TSX4dr
19995,2014,23150,Springfield, NJ,JH4CU2F47EC002131,Acura,TSX5-Speed
18900,2015,36320,Naperville, IL,19VDE1F32FE000715,Acura,ILX5-Speed
10990,2008,86429,Highland Park, IL,JH4CL96898C016874,Acura,TSX4dr
18225,2015,39642,Charlotte, NC,19VDE1F34FE002174,Acura,ILX5-Speed
18995,2015,30421,Charlotte, NC,19VDE1F5XFE004934,Acura,ILX5-Speed
18882,2015,26549,Houston, TX,19VDE1F32FE001976,Acura,ILX5-Speed
18442,2014,28529,Charlotte, NC,19VDE1F50EE014273,Acura,ILX5-Speed
16600,2012,56870,Portland, OR,JH4CU2E88CC024219,Acura,TSXManual
17822,2012,43661,Ocala, FL,JH4CU2F66CC008520,Acura,TSXAutomatic
22900,2017,2444,Austin, TX,19UDE2F38HA007625,Acura,ILXAutomatic
19538,2015,34125,San Diego, CA,19VDE1F32FE007504,Acura,ILX5-Speed
19750,2015,21688,Indianapolis, IN,19VDE1F38FE008446,Acura,ILX5-Speed
16995,2014,35930,Rio Linda, CA,19VDE1F39EE006140,Acura,ILX5-Speed
9795,2010,105850,Duluth, GA,JH4CU2F65AC000485,Acura,TSX4dr
19993,2012,18741,Boulder, CO,JH4CU2F69CC021178,Acura,TSXAutomatic
16591,2013,43732,Arlington, TX,19VDE1F51DE008707,Acura,ILX5-Speed
12970,2012,31955,Marietta, GA,19UUA8F27CA025483,Acura,TL2WD
22300,2017,5757,Milford, CT,19UDE2F3XHA007139,Acura,ILXAutomatic
18950,2013,48062,Edmonds, WA,JH4CU2F65DC007070,Acura,TSX5-Speed
9500,2009,101028,Westfield, IN,JH4CU26649C006130,Acura,TSX4dr
10688,2010,95366,Chantilly, VA,JH4CU2F62AC039079,Acura,TSX4dr
9350,2009,108774,Barre, VT,JH4CU26649C017807,Acura,TSX4dr
13687,2010,59301,Bradenton, FL,JH4CU2F62AC037056,Acura,TSX4dr
9990,2010,103877,Wantagh, NY,JH4CU2F67AC003159,Acura,TSX4dr
17477,2015,39218,Manassas, VA,19VDE1F32FE003887,Acura,ILX5-Speed
9500,2008,122143,St. George, UT,JH4CL96858C008979,Acura,TSX4dr
17350,2015,40840,Rosedale, MD,19VDE1F59FE003371,Acura,ILX5-Speed
9450,2007,95741,Doylestown, PA,JH4CL96957C011582,Acura,TSX4dr
23733,2017,2515,Chantilly, VA,19UDE2F76HA011871,Acura,ILXPremium
15524,2011,51188,Roseville, CA,JH4CU2F66BC017555,Acura,TSX4dr
17927,2014,44127,Overland Park, KS,19VDE1F72EE002112,Acura,ILX5-Speed
21995,2017,5574,Scarsdale, NY,19UDE2F71HA004973,Acura,ILXPremium
8488,2005,91619,North Hollywood, CA,JH4CL96975C006123,Acura,TSXAutomatic
20297,2015,22430,Duluth, GA,19VDE1F78FE009387,Acura,ILX5-Speed
17500,2015,39221,Union City, GA,19VDE1F79FE001752,Acura,ILX5-Speed
17991,2013,20963,Henderson, NV,19VDE1F76DE002953,Acura,ILX5-Speed
17000,2013,68335,Wilmington, NC,JH4CU2F61DC008250,Acura,TSX5-Speed
16950,2013,28750,Houston, TX,19VDE3F76DE300544,Acura,ILXHybrid
8350,2007,98256,Fredericksburg, VA,JH4CL968X7C015473,Acura,TSX4dr
9900,2009,112246,Houston, TX,JH4CU266X9C009047,Acura,TSX4dr
13995,2013,64436,Waltham, MA,19VDE3F72DE302551,Acura,ILXHybrid
21481,2016,4951,Henderson, NV,19UDE2F38GA023175,Acura,ILXAutomatic
22888,2017,6739,Athens, GA,19UDE2F31HA010270,Acura,ILXAutomatic
18980,2013,22028,Lexington, KY,JH4CU2F89DC004223,Acura,TSXSpecial
10900,2008,76355,Philadelphia, PA,JH4CL96898C016955,Acura,TSX4dr
22739,2017,5879,Davie, FL,19UDE2F38HA000271,Acura,ILXAutomatic
19882,2016,27604,Jenkintown, PA,19UDE2F73GA002091,Acura,ILXAutomatic
12995,2013,76713,Bethlehem, PA,19VDE1F70DE015813,Acura,ILX5-Speed
6444,2006,126408,Lewisville, TX,JH4CL969X6C013665,Acura,TSXAutomatic
10995,2006,68006,Mount Laurel, NJ,JH4CL96816C039305,Acura,TSXAutomatic
9875,2009,109666,Gainesville, FL,JH4CU26619C025444,Acura,TSX4dr
10995,2010,92717,Union City, NJ,JH4CU2F66AC028313,Acura,TSX4dr
18490,2015,27965,Rosedale, MD,19VDE1F58FE003359,Acura,ILX5-Speed
17989,2015,34014,Modesto, CA,19VDE1F32FE009754,Acura,ILX5-Speed
10693,2011,110574,Wooster, OH,JH4CU2F65BC018700,Acura,TSX4dr
20100,2015,17353,Verona, NJ,19VDE1F58FE004608,Acura,ILX5-Speed
13695,2011,68962,Ridgewood, NY,JH4CU2F60BC001044,Acura,TSX4dr
22000,2016,6873,Tustin, CA,19UDE2F37GA001281,Acura,ILXAutomatic
11795,2011,91869,Tujunga, CA,JH4CU2F68BC009828,Acura,TSX4dr
19497,2015,16015,Tyler, TX,19VDE1F54FE007859,Acura,ILX5-Speed
18994,2016,27729,North Miami, FL,19UDE2F72GA007735,Acura,ILXAutomatic
9688,2007,82893,Kannapolis, NC,JH4CL96817C017712,Acura,TSX4dr
16488,2012,53876,Swanzey, NH,JH4CU2F60CC020887,Acura,TSXAutomatic
8995,2008,99892,Greenwood, MO,JH4CL96848C017639,Acura,TSX4dr
22900,2017,4282,Austin, TX,19UDE2F36HA010278,Acura,ILXAutomatic
11995,2011,89647,Grove City, OH,JH4CU2F66BC005793,Acura,TSX4dr
21995,2017,6698,Scarsdale, NY,19UDE2F73HA001198,Acura,ILXPremium
18495,2014,42530,Lewisburg, PA,JH4CU2F41EC001847,Acura,TSX5-Speed
18575,2013,27706,Lexington, KY,JH4CU2F45DC008802,Acura,TSX5-Speed
14533,2013,68738,Shelby, MI,19VDE1F5XDE008379,Acura,ILX5-Speed
16900,2012,58915,Albuquerque, NM,JH4CU2F49CC003374,Acura,TSXAutomatic
16998,2011,33380,Palatine, IL,JH4CU2F65BC001654,Acura,TSX4dr
15495,2013,47635,Bloomington, CA,19VDE1F54DE022245,Acura,ILX5-Speed
15755,2013,44541,Puyallup, WA,19VDE1F55DE022366,Acura,ILX5-Speed
10500,2009,91000,Canton, OH,JH4CU26629C022715,Acura,TSX4dr
20500,2015,23826,Falls Church, VA,19VDE1F73FE005151,Acura,ILX5-Speed
16290,2013,38217,Rockville, MD,19VDE1F50DE021416,Acura,ILX5-Speed
11991,2010,95384,Greenville, SC,JH4CU2F61AC023553,Acura,TSX4dr
15995,2013,41805,Sioux Falls, SD,19VDE1F77DE003853,Acura,ILX5-Speed
13300,2010,65994,Colorado Springs, CO,JH4CU2F66AC028960,Acura,TSX4dr
17930,2015,35748,Buford, GA,19VDE1F32FE001153,Acura,ILX5-Speed
21950,2017,4622,El Cajon, CA,19UDE2F32HA001772,Acura,ILXAcuraWatch
19188,2016,32682,Scarsdale, NY,19UDE2F72GA011171,Acura,ILXAutomatic
18995,2015,33632,Rochelle Park, NJ,19VDE2E59FE000168,Acura,ILX6-Speed
9799,2009,115497,Newtown Square, PA,JH4CU26659C029030,Acura,TSX4dr
19752,2014,29491,Fort Myers, FL,JH4CU2F4XEC004939,Acura,TSX5-Speed
14995,2014,80275,Naugatuck, CT,JH4CU2F69EC002262,Acura,TSX5-Speed
14782,2013,69820,Norco, CA,19VDE1F73DE011335,Acura,ILX5-Speed
18600,2015,34544,Gastonia, NC,19VDE1F36FE010213,Acura,ILX5-Speed
18995,2015,31414,Ardmore, PA,19VDE1F50FE007731,Acura,ILX5-Speed
17297,2013,26555,Fort Worth, TX,19VDE3F38DE301711,Acura,ILXHybrid
14900,2014,73851,South Jordan, UT,19VDE1F5XEE010389,Acura,ILX5-Speed
16995,2016,53044,North Miami, FL,19UDE2F76GA006409,Acura,ILXAutomatic
21006,2016,30638,Burlingame, CA,19UDE2F73GA001331,Acura,ILXAutomatic
9792,2010,119069,Wesley Chapel, FL,JH4CU2F63AC017639,Acura,TSX4dr
11550,2009,79000,Lawndale, CA,JH4CU26619C015531,Acura,TSX4dr
19991,2014,27008,Fort Myers, FL,JH4CU2F61EC006029,Acura,TSX5-Speed
18195,2015,33185,Laurel, MD,19VDE1F57FE004647,Acura,ILX5-Speed
11534,2008,70739,Virgina Beach, VA,JH4CL96978C017904,Acura,TSX4dr
16695,2011,37704,Elmhurst, IL,JH4CU2F62BC017861,Acura,TSX4dr
11995,2009,97261,Panama City, FL,JH4CU26669C030719,Acura,TSX4dr
17988,2015,35864,Mt. Juliet, TN,19VDE1F35FE000238,Acura,ILX5-Speed
9799,2010,109125,West Babylon, NY,JH4CU2F63AC023702,Acura,TSX4dr
21995,2017,8339,Scarsdale, NY,19UDE2F72HA006005,Acura,ILXPremium
9775,2009,103940,Venice, FL,JH4CU26669C017520,Acura,TSX4dr
15659,2015,64176,Avenel, NJ,19VDE1F34FE005950,Acura,ILX5-Speed
22000,2016,8873,Tustin, CA,19UDE2F32GA000345,Acura,ILXAutomatic
21485,2015,8859,Houston, TX,19VDE1F51FE007754,Acura,ILX5-Speed
15495,2014,57642,Midway City, CA,19VDE1F31EE014393,Acura,ILX5-Speed
17951,2013,37006,Richmond, VA,JH4CU2F82DC000465,Acura,TSXSpecial
14521,2012,85612,North Little Rock, AR,JH4CU2F66CC019727,Acura,TSXAutomatic
21000,2016,18316,Southern Pines, NC,19UDE2F73GA015410,Acura,ILXAutomatic
12994,2009,62664,Marietta, GA,JH4CU26689C014635,Acura,TSX4dr
17900,2013,44855,Pittsburgh, PA,JH4CU2F6XDC002351,Acura,TSX5-Speed
11587,2010,98022,Kirkland, WA,JH4CU4F47AC002006,Acura,TSX4dr
14496,2011,66258,Waukesha, WI,JH4CU2F68BC016990,Acura,TSX4dr
18750,2015,27569,Louisville, KY,19VDE1F57FE004874,Acura,ILX5-Speed
18900,2015,25894,Long Island City, NY,19VDE1F36FE000667,Acura,ILX5-Speed
16983,2014,57908,Merriam, KS,JH4CU2F46EC003108,Acura,TSX5-Speed
22999,2017,3947,Miami, FL,19UDE2F35HA005590,Acura,ILXAutomatic
19788,2015,28293,Dublin, OH,19VDE1F74FE001089,Acura,ILX5-Speed
17500,2013,35516,Milford, CT,19VDE1F78DE017969,Acura,ILX5-Speed
16495,2014,56228,Clinton, NJ,19VDE1F53EE001243,Acura,ILX5-Speed
9692,2006,86218,Fort Pierce, FL,JH4CL96976C039947,Acura,TSXAutomatic
13490,2012,83032,Ansonia, CT,JH4CU2F67CC020708,Acura,TSXAutomatic
7995,2004,80404,Houston, TX,JH4CL96854C033617,Acura,TSXAutomatic
16986,2015,51878,Tracy, CA,19VDE1F34FE001929,Acura,ILX5-Speed
8950,2009,111976,Raleigh, NC,JH4CU25609C003467,Acura,TSX4dr
19568,2014,35473,Royersford, PA,JH4CU2F4XEC005816,Acura,TSX5-Speed
10417,2009,112619,Louisville, KY,JH4CU25619C030001,Acura,TSX4dr
16988,2012,41108,Englewood, CO,JH4CU2F41CC016619,Acura,TSXAutomatic
17097,2014,39480,Fairfield, OH,19VDE1F71EE012260,Acura,ILX5-Speed
12000,2009,75510,Canton, OH,JH4CU26639C027891,Acura,TSX4dr
18995,2015,33335,Cerritos, CA,19VDE1F35FE001969,Acura,ILX5-Speed
16995,2015,49643,Philadelphia, PA,19VDE1F32FE002724,Acura,ILX5-Speed
18500,2016,40175,Marietta, GA,19UDE2F36GA023899,Acura,ILXAutomatic
15998,2014,55748,Tracy, CA,19VDE1F32EE006108,Acura,ILX5-Speed
22688,2017,9782,Arlington, TX,19UDE2F3XHA000966,Acura,ILXAcuraWatch
16990,2013,32718,Rockville, MD,19VDE1F72DE009334,Acura,ILX5-Speed
8995,2007,104769,Kahului, HI,JH4CL95897C003610,Acura,TSX4dr
12939,2011,97862,Hoffman Estates, IL,JH4CU2F64BC001063,Acura,TSX4dr
8495,2006,92549,Denver, CO,JH4CL968X6C003998,Acura,TSXAutomatic
15987,2014,71167,Buffalo Grove, IL,JH4CU2E84EC000163,Acura,TSXSpecial
9590,2007,100556,Highland Park, IL,JH4CL96967C010540,Acura,TSX4dr
17597,2014,34373,Langhorne, PA,19VDE1F73EE003155,Acura,ILX5-Speed
22682,2017,6623,Milford, CT,19UDE2F74HA003977,Acura,ILXPremium
9999,2009,100501,West Palm Beach, FL,JH4CU266X9C013518,Acura,TSX4dr
17991,2014,32359,Tracy, CA,19VDE1F38EE004850,Acura,ILX5-Speed
7995,2008,116097,Orlando, FL,JH4CL96858C018816,Acura,TSX4dr
19000,2015,33553,Valencia, CA,19VDE1F31FE002648,Acura,ILX5-Speed
17697,2015,42046,Torrance, CA,19VDE1F79FE002884,Acura,ILX5-Speed
18657,2013,21786,Langhorne, PA,19VDE1F7XDE012725,Acura,ILX5-Speed
19975,2014,23541,Gainesville, FL,JH4CU2F65EC006115,Acura,TSX5-Speed
11900,2010,86465,Rome, GA,JH4CU2F64AC001658,Acura,TSX4dr
19900,2015,24963,Doral, FL,19VDE1F5XFE007347,Acura,ILX5-Speed
21995,2015,5001,Wantagh, NY,19VDE1F36FE009000,Acura,ILX5-Speed
15995,2014,54107,Woodside, NY,19VDE1F51EE002388,Acura,ILX5-Speed
10995,2010,112738,Midlothian Turnpike, VA,JH4CU2F63AC034375,Acura,TSX4dr
18296,2014,33742,Vallejo, CA,19VDE1F57EE002444,Acura,ILX5-Speed
9985,2006,88417,Eden Prairie, MN,JH4CL96986C000607,Acura,TSXAutomatic
23000,2017,3771,St Louis, MO,19UDE2F33HA001215,Acura,ILXAutomatic
17480,2014,44677,Bellflower, CA,19VDE1F3XEE002047,Acura,ILX5-Speed
16999,2014,59769,Hartford, CT,JH4CU2F85EC004236,Acura,TSXSpecial
19495,2015,29326,Langhorne, PA,19VDE1F74FE005143,Acura,ILX5-Speed
16293,2014,53507,Tracy, CA,19VDE1F77EE013526,Acura,ILX5-Speed
11000,2010,115583,Kennesaw, GA,JH4CU2F60AC020398,Acura,TSX4dr
9790,2009,112536,Flemington, NJ,JH4CU26609C024656,Acura,TSX4dr
17990,2014,39861,Doral, FL,19VDE1F78EE007976,Acura,ILX5-Speed
13995,2012,78981,Gulf Breeze, FL,JH4CU2F65CC014924,Acura,TSXAutomatic
11730,2010,89099,Buford, GA,JH4CU2F60AC016822,Acura,TSX4dr
17489,2013,42195,Horsham, PA,JH4CU2F4XDC001652,Acura,TSX5-Speed
19995,2015,15055,Feasterville, PA,19VDE1F32FE009768,Acura,ILX5-Speed
22495,2017,2190,Burbank, CA,19UDE2F32HA008494,Acura,ILXAutomatic
21499,2016,20667,East Wenatchee, WA,19UDE2F31GA020683,Acura,ILXAutomatic
13400,2012,95119,South Jordan, UT,JH4CU2F80CC021619,Acura,TSXAutomatic
15989,2014,54854,Modesto, CA,19VDE1F7XEE009874,Acura,ILX5-Speed
16987,2014,45435,Tracy, CA,19VDE1F39EE001052,Acura,ILX5-Speed
7995,2008,117102,Norfolk, VA,JH4CL96818C001219,Acura,TSX4dr
15844,2015,65266,Chantilly, VA,19VDE1F70FE003647,Acura,ILX5-Speed
22548,2017,3577,Larchmont, NY,19UDE2F37HA000147,Acura,ILXAutomatic
16995,2015,51434,Burbank, IL,19VDE1F58FE007847,Acura,ILX5-Speed
19900,2014,40387,Naperville, IL,JH4CU2F64EC005246,Acura,TSX5-Speed
18888,2015,32685,victorville, CA,19VDE1F30FE004441,Acura,ILX5-Speed
23000,2017,8970,Tustin, CA,19UDE2F70HA005029,Acura,ILXPremium
20988,2015,14910,Gaithersburg, MD,19VDE1F59FE007176,Acura,ILX5-Speed
19995,2015,23353,Cerritos, CA,19VDE1F37FE004839,Acura,ILX5-Speed
10900,2009,106077,Naperville, IL,JH4CU26669C032583,Acura,TSX4dr
20996,2015,23210,Waukesha, WI,19VDE1F33FE004580,Acura,ILX5-Speed
15995,2012,58866,Vineland, NJ,JH4CU2F49CC023432,Acura,TSXAutomatic
10995,2012,115877,El Paso, TX,JH4CU2F60CC010862,Acura,TSXAutomatic
18021,2014,57647,Morton Grove, IL,JH4CU2F64EC004131,Acura,TSX5-Speed
20500,2014,18705,Maple Shade, NJ,JH4CU2F61EC001932,Acura,TSX5-Speed
17400,2013,40765,Renton, WA,19VDE1F50DE010951,Acura,ILX5-Speed
22060,2016,20947,Chantilly, VA,19UDE2F77GA011134,Acura,ILXAutomatic
19968,2016,31019,Springfield, NJ,19UDE2F74GA001872,Acura,ILXAutomatic
12387,2012,99384,Wilmington, NC,JH4CU2F60CC005404,Acura,TSXAutomatic
14690,2011,73227,Costa Mesa, CA,JH4CU2F62BC018637,Acura,TSX4dr
15990,2015,64290,Baltimore, MD,19VDE1F7XFE007558,Acura,ILX5-Speed
18991,2015,29398,Riverside, CA,19VDE1F39FE002719,Acura,ILX5-Speed
21995,2017,12751,Scarsdale, NY,19UDE2F73HA002819,Acura,ILXPremium
19668,2015,17641,Houston, TX,19VDE1F37FE004131,Acura,ILX5-Speed
10440,2006,81355,Lutherville Timonium, MD,JH4CL96876C030558,Acura,TSXAutomatic
11000,2009,100270,Sandy, UT,JH4CU26629C014243,Acura,TSX4dr
10977,2005,56487,West Allis, WI,JH4CL96855C032744,Acura,TSXAutomatic
6995,2005,104486,Las Vegas, NV,JH4CL96885C025254,Acura,TSXAutomatic
19995,2015,24212,Cerritos, CA,19VDE1F36FE002290,Acura,ILX5-Speed
18850,2015,30362,Littleton, MA,19VDE1F54FE002063,Acura,ILX5-Speed
14792,2011,70620,Sunnyvale, CA,JH4CU2F63BC003922,Acura,TSX4dr
18890,2015,39731,East Windsor, NJ,19VDE1F57FE003059,Acura,ILX5-Speed
23600,2017,2286,Austin, TX,19UDE2F38HA009164,Acura,ILXAutomatic
18985,2013,44693,Davis, CA,JH4CU2F66DC009961,Acura,TSX5-Speed
14893,2012,46362,Plaistow, NH,19UUA8F57CA029480,Acura,TL2WD
17445,2014,37649,Cleveland Heights, OH,19VDE1F76EE012335,Acura,ILX5-Speed
21088,2016,12200,Mt. Juliet, TN,19UDE2F79GA011412,Acura,ILXAutomatic
18997,2016,34436,North Miami, FL,19UDE2F36GA009842,Acura,ILXAutomatic
24995,2017,2551,Brentwood, TN,19UDE2F34HA001787,Acura,ILXAutomatic
14195,2012,106837,Tucson, AZ,JH4CU2F63CC002514,Acura,TSXAutomatic
15997,2013,44860,North Miami, FL,19VDE1F77DE010222,Acura,ILX5-Speed
17999,2014,47777,Pompano Beach, FL,JH4CU2F68EC000499,Acura,TSX5-Speed
24995,2017,2773,Brentwood, TN,19UDE2F37HA000830,Acura,ILXAutomatic
17990,2015,41172,Jacksonville, FL,19VDE1F75FE010612,Acura,ILX5-Speed
19888,2015,26116,Cerritos, CA,19VDE1F35FE008971,Acura,ILX5-Speed
11785,2009,81854,Hasbrouck Heights, NJ,JH4CU26699C013347,Acura,TSX4dr
17500,2014,45983,Temecula, CA,19VDE1F76EE005644,Acura,ILX5-Speed
22998,2017,9418,Arlington, TX,19UDE2F33HA003823,Acura,ILXAutomatic
22999,2017,14001,Hoffman Estates, IL,19UDE2F82HA002061,Acura,ILXPremium
21300,2015,22536,Newport News, VA,19VDE1F76FE005516,Acura,ILX5-Speed
6800,2006,116317,Elmhurst, NY,JH4CL96986C035020,Acura,TSXAutomatic
18000,2014,32790,Louisville, KY,19VDE1F7XEE010376,Acura,ILX5-Speed
19500,2015,23342,Long Island City, NY,19VDE1F38FE002517,Acura,ILX5-Speed
22900,2017,6745,Oklahoma City, OK,19UDE2F71HA002737,Acura,ILXPremium
15900,2012,78073,Albuquerque, NM,JH4CU2F44CC022527,Acura,TSXAutomatic
19695,2015,29230,Ardmore, PA,19VDE1F56FE005675,Acura,ILX5-Speed
20998,2016,14041,Maumee, OH,19UDE2F71GA013882,Acura,ILXAutomatic
7800,2005,95912,Arlington, VA,JH4CL96895C031757,Acura,TSXAutomatic
13999,2013,37060,Montebello, CA,19UUA8F20DA014522,Acura,TLBase
14498,2011,66870,Raleigh, NC,JH4CU2F67BC016995,Acura,TSX4dr
13995,2009,55734,Elmhurst, IL,JH4CU26629C008863,Acura,TSX4dr
8995,2007,98757,Chantilly, VA,JH4CL96907C017662,Acura,TSX4dr
17994,2015,38701,North Miami, FL,19VDE2E52FE000139,Acura,ILX6-Speed
19485,2014,47486,Houston, TX,JH4CU2F68EC006089,Acura,TSX5-Speed
23600,2017,3329,Austin, TX,19UDE2F3XHA008517,Acura,ILXAutomatic
19295,2014,44827,Clinton, NJ,JH4CU2F48EC000016,Acura,TSX5-Speed
17889,2014,34473,Kenner, LA,19VDE1F73EE009814,Acura,ILX5-Speed
18000,2015,41742,Long Island City, NY,19VDE1F33FE003025,Acura,ILX5-Speed
19242,2013,18318,Langhorne, PA,19VDE1F77DE020801,Acura,ILX5-Speed
17945,2016,51243,Westampton, NJ,19UDE2F70GA020404,Acura,ILXAutomatic
12950,2010,77351,Montclair, CA,JH4CU2F61AC033273,Acura,TSX4dr
10790,2013,111751,Fredericksburg, VA,19VDE1F36DE014999,Acura,ILX5-Speed
22180,2016,19282,Colorado Springs, CO,19UDE2F75GA001864,Acura,ILXAutomatic
22985,2017,4873,Houston, TX,19UDE2F36HA006313,Acura,ILXAutomatic
14495,2009,50327,Miami, FL,JH4CU26659C036866,Acura,TSX4dr
14986,2012,70231,Casselberry, FL,JH4CU2F69CC007085,Acura,TSXAutomatic
16999,2012,45996,Honolulu, HI,JH4CU2F64CC017488,Acura,TSXAutomatic
24995,2017,3950,Brentwood, TN,19UDE2F34HA003328,Acura,ILXAutomatic
12911,2012,106546,Arlington, TX,JH4CU2F42CC014474,Acura,TSXAutomatic
14990,2012,70221,Merriam, KS,JH4CU2F48CC005259,Acura,TSXAutomatic
19867,2015,29658,Carlsbad, CA,19VDE1F35FE003561,Acura,ILX5-Speed
19999,2014,35115,Lynnwood, WA,JH4CU2F88EC006191,Acura,TSXSpecial
19995,2014,38621,Brentwood, TN,19VDE1F72EE012221,Acura,ILX5-Speed
19390,2013,26181,Rockville, MD,JH4CU2F81DC013031,Acura,TSXSpecial
10649,2009,106887,Indianapolis, IN,JH4CU26619C028795,Acura,TSX4dr
20700,2015,17281,Plano, TX,19VDE1F35FE000725,Acura,ILX5-Speed
23495,2017,3577,Cleveland, OH,19UDE2F39HA008153,Acura,ILXAutomatic
11950,2011,98738,Phoenix, AZ,JH4CU2F66BC017846,Acura,TSX4dr
14288,2012,79215,Lincolnton, NC,JH4CU2F68CC003657,Acura,TSXAutomatic
20490,2014,33533,Montgomeryville, PA,JH4CU2F82EC004193,Acura,TSXSpecial
13908,2010,72018,San Jose, CA,JH4CU2F69AC021050,Acura,TSX4dr
12799,2013,88257,Cumming, GA,19VDE1F70DE001023,Acura,ILX5-Speed
16999,2014,59233,Tempe, AZ,19VDE1F54EE004152,Acura,ILX5-Speed
15900,2013,62381,Peoria, AZ,19VDE3F78DE300173,Acura,ILXHybrid
9884,2009,106514,Essington, PA,JH4CU26639C003915,Acura,TSX4dr
21995,2016,15504,Roslyn, NY,19UDE2F77GA006757,Acura,ILXAutomatic
16750,2012,49706,Castroville, TX,JH4CU2F67CC001396,Acura,TSXAutomatic
17498,2014,46450,Springfield, NJ,19VDE1F78EE007928,Acura,ILX5-Speed
21698,2016,10799,Palatine, IL,19UDE2F37GA020901,Acura,ILXAutomatic
7995,2009,129566,Brooklyn, NY,JH4CU26669C002905,Acura,TSX4dr
21523,2016,18598,West Chester, PA,19UDE2F35GA020296,Acura,ILXAutomatic
18797,2016,49814,Daphne, AL,19UDE2F74GA017506,Acura,ILXAutomatic
19941,2015,29978,Charlotte, NC,19VDE1F7XFE010542,Acura,ILX5-Speed
16999,2010,49366,Pensacola, FL,JH4CU2F64AC034353,Acura,TSX4dr
17998,2013,40310,Langhorne, PA,19VDE1F70DE006268,Acura,ILX5-Speed
18741,2014,25910,Avenel, NJ,19VDE1F7XEE007557,Acura,ILX5-Speed
16991,2010,39944,Hemet, CA,JH4CU2F62AC018460,Acura,TSX4dr
10995,2010,102351,Grove City, OH,JH4CU2F69AC012459,Acura,TSX4dr
19750,2014,31364,Louisville, KY,JH4CU2F68EC000468,Acura,TSX5-Speed
16988,2013,55321,Jacksonville, FL,19VDE1F74DE001283,Acura,ILX5-Speed
24095,2017,4470,Duluth, GA,19UDE2F72HA000351,Acura,ILXPremium
16598,2013,48267,Henderson, NV,19VDE1F78DE000976,Acura,ILX5-Speed
21348,2016,18212,Springfield, NJ,19UDE2F76GA011030,Acura,ILXAutomatic
15299,2013,23696,West Covina, CA,19UUA8F27DA008815,Acura,TLBase
14700,2014,75011,Greensboro, NC,19VDE1F32EE004780,Acura,ILX5-Speed
23995,2017,1039,Roslyn, NY,19UDE2F38HA008144,Acura,ILXAutomatic
13000,2011,87241,Walnut Creek, CA,JH4CU2F60BC008267,Acura,TSX4dr
15988,2014,68338,Fremont, CA,19VDE1F32EE014855,Acura,ILX5-Speed
21023,2015,17377,Fort Wayne, IN,19VDE1F74FE010441,Acura,ILX5-Speed
16999,2014,57303,Tucson, AZ,19VDE1F36EE010050,Acura,ILX5-Speed
16998,2014,47526,Kenner, LA,19VDE1F77EE005801,Acura,ILX5-Speed
19000,2015,44468,Tustin, CA,19VDE1F56FE005689,Acura,ILX5-Speed
24000,2017,6238,Peoria, AZ,19UDE2F7XHA002414,Acura,ILXPremium
23990,2017,5448,Clearwater, FL,19UDE2F78HA001925,Acura,ILXPremium
19997,2015,27329,Greenacres, Fl,19VDE1F5XFE002844,Acura,ILX5-Speed
8802,2006,97699,Pleasanton, CA,JH4CL96976C033288,Acura,TSXAutomatic
23995,2017,1317,Roslyn, NY,19UDE2F39HA007973,Acura,ILXAutomatic
4990,2008,159601,Boardman, OH,JH4CL96878C000866,Acura,TSX4dr
21088,2015,16861,Fort Wayne, IN,19VDE1F51FE002084,Acura,ILX5-Speed
18995,2014,23658,Honolulu, HI,19VDE1F58EE004915,Acura,ILX5-Speed
23900,2017,2327,Austin, TX,19UDE2F72HA002679,Acura,ILXPremium
11500,2010,97095,Falls Church, VA,JH4CU2F63AC039981,Acura,TSX4dr
10795,2009,100692,Frazer, PA,JH4CU26639C007267,Acura,TSX4dr
24678,2017,3725,Tucson, AZ,19UDE2F3XHA000840,Acura,ILXAutomatic
19890,2013,22094,Rockville, MD,JH4CU2F66DC010026,Acura,TSX5-Speed
18890,2013,34510,Rockville, MD,JH4CU2F83DC014200,Acura,TSXSpecial
17991,2015,47652,Tracy, CA,19VDE1F3XFE000588,Acura,ILX5-Speed
16627,2012,66207,Cincinnati, OH,JH4CU2F66CC024779,Acura,TSXAutomatic
8995,2010,128000,Manassas, VA,JH4CU2F68AC016356,Acura,TSX4dr
12999,2013,88110,Glen Burnie, MD,19VDE1F71DE005288,Acura,ILX5-Speed
19997,2016,47362,Cortlandt Manor, NY,19UDE2F84GA017255,Acura,ILXAutomatic
