Price,Year,Mileage,City,State,Vin,Make,Model
21984,2013,61347,Highlands Ranch, CO,YV4902DZXD2380774,Volvo,XC60T6
21990,2012,46553,Winston Salem, NC,YV4952DL5C2314175,Volvo,XC60FWD
9588,2010,161000,Madison, TN,YV4992DZ8A2101971,Volvo,XC60AWD
19990,2013,66138,Durham, NC,YV4952DL0D2378917,Volvo,XC603.2L
8588,2006,131741,Pensacola, FL,YV1MC68256J001188,Volvo,C702.5L
17686,2012,73855,Phoenix, AZ,YV1672MC8CJ129778,Volvo,C70T5
21880,2012,42414,Atlanta, GA,YV4902DZ6C2266253,Volvo,XC60AWD
30588,2017,9924,Houston, TX,YV126MFL2H2422779,Volvo,S60T5
13995,2012,125597,Chantilly, VA,YV4902DZ5C2309738,Volvo,XC60AWD
20523,2012,68213,Carrollton, TX,YV4952BL4C1132797,Volvo,XC70FWD
24449,2013,44032,Westwood, MA,YV4952CZ1D1631318,Volvo,XC90AWD
23995,2015,31131,Wall, NJ,YV440MDC3F2588693,Volvo,XC60T5
24995,2015,26398,Davie, FL,YV440MDA4F2600591,Volvo,XC60T5
8991,2008,76683,Mesa, AZ,YV1MK672182051801,Volvo,C302dr
3995,2002,82791,Crest hill, IL,YV1SW61R622250299,Volvo,V702.4
27991,2015,29434,Lawrenceville, NJ,YV140MAM5F1187050,Volvo,S802015.5
29995,2017,18517,Plano, TX,YV126MFL4H2430687,Volvo,S60T5
20999,2013,63755,Ballwin, MO,YV4902DZ2D2424749,Volvo,XC60T6
22994,2014,35520,Indianapolis, IN,YV4902DZ9E2542766,Volvo,XC60T6
9995,2008,65283,Addison, TX,YV1MK672982081516,Volvo,C302dr
7499,2008,95365,Phoenix, AZ,YV1MK672882078509,Volvo,C302dr
24235,2013,32015,Fredericksburg, VA,YV4902DZ4D2459549,Volvo,XC60T6
6900,2005,74348,Austin, TX,YV1SW640152459435,Volvo,V702.4L
28900,2014,26903,East Petersburg, PA,YV1902FH8E1284506,Volvo,S60T6
5995,2007,102617,Carrollton, TX,YV1SW612872675274,Volvo,V704dr
26995,2015,25846,Carlsbad, CA,YV426MDC2F2605053,Volvo,XC60T5
23974,2013,61773,Wilmington, NC,YV4952BZXD1148430,Volvo,XC703.2L
18888,2011,71598,Lynnwood, WA,YV4902DZ5B2201103,Volvo,XC60AWD
29995,2016,384,New York, NY,YV126MFK8G2414658,Volvo,S60T5
19800,2016,36336,Chicago, IL,YV140MEK0G1290984,Volvo,V60T5
19987,2014,102086,Cincinnnati, OH,YV4952CZ5E1701839,Volvo,XC90AWD
11688,2008,46461,Cincinnati, OH,YV1BW982781018271,Volvo,V704dr
11995,2012,89656,Hayward, CA,YV1622FS8C2136453,Volvo,S60FWD
27980,2015,31095,Salt Lake City, UT,YV1902MC8F1182843,Volvo,S80T6
18995,2013,76063,Tucson, AZ,YV4952DL0D2416470,Volvo,XC603.2L
23995,2013,55420,Doylestown, PA,YV4952CZ9D1669055,Volvo,XC90AWD
31165,2017,6564,Westport, CT,YV140MTL7H2428768,Volvo,S60T5
22888,2017,12615,Richardson, TX,YV140MEK2H1336302,Volvo,V60T5
22000,2013,61953,Portsmouth, NH,YV4902DZXD2418715,Volvo,XC60T6
19880,2011,58242,Worcester, MA,YV4902DZ1B2153826,Volvo,XC60AWD
16900,2013,69023,East Petersburg, PA,YV1612FS7D2190475,Volvo,S60T5
22995,2013,67628,Edison, NJ,YV4952CZ0D1637269,Volvo,XC90AWD
25555,2014,47266,Fort Washington, PA,YV1902FH0E2274370,Volvo,S60T6
23592,2013,58821,Escondido, CA,YV4902BZ0D1157264,Volvo,XC70T6
21092,2013,59624,Las Vegas, NV,YV4902DZ2D2394099,Volvo,XC60T6
29491,2016,19208,Bonita Springs, FL,YV1612TKXG2413231,Volvo,S60T5
24200,2014,44166,North Haven, CT,YV4902DZ3E2533223,Volvo,XC60T6
25888,2015,11685,Honolulu, HI,YV440MDBXF2573342,Volvo,XC60T5
13999,2011,69351,Pensacola, FL,YV1672MK9B2210000,Volvo,C302dr
19333,2015,50658,Leesburg, FL,YV140MEB8F1207719,Volvo,V60T5
6990,2008,104000,Farmers Branch, TX,YV1MK672282082166,Volvo,C302dr
29997,2015,13541,Allentown, PA,YV1902MB5F1181723,Volvo,S80T6
10500,2009,70384,Midwest City, OK,YV1MK672992149508,Volvo,C302dr
25000,2013,33997,East Hanover, NJ,YV4940BZ6D1151008,Volvo,XC70AWD
22000,2015,36406,Beaverton, OR,YV126MEB4F1207920,Volvo,V60T5
9350,2011,101653,Memphis, TN,YV1672MK1B2200058,Volvo,C302dr
29950,2016,18845,St. Louis, MO,YV140MAK0G1197436,Volvo,S80T5
22033,2013,59278,Winston Salem, NC,YV4902DZ0D2457149,Volvo,XC60T6
24991,2013,35741,Dallas, TX,YV4952CF6D1658102,Volvo,XC90FWD
26500,2015,55837,East Petersburg, PA,YV440MBC9F1200472,Volvo,XC70T5
29988,2016,12979,Houston, TX,YV126MFK6G2401763,Volvo,S60T5
18995,2013,87262,Hackettstown, NJ,YV4902DZ7D2395720,Volvo,XC60AWD
30495,2016,5727,East Hanover, NJ,YV126MFK0G2408854,Volvo,S60T5
8881,2009,105615,Allentown, PA,YV1MK672892151234,Volvo,C302dr
30991,2017,12137,Dallas, TX,YV126MFL6H2438452,Volvo,S60T5
28900,2015,30155,North Haven, CT,YV1902TH6F1307299,Volvo,S60T6
3995,2003,223063,Spokane, WA,YV1RS58D732281559,Volvo,S604dr
20994,2015,30820,Saint Augustine, FL,YV140MED0F1208557,Volvo,V60T5
30991,2017,12496,Dallas, TX,YV126MFL8H2438470,Volvo,S60T5
30991,2017,12607,Dallas, TX,YV126MFL4H2438420,Volvo,S60T5
25937,2014,51026,Charleston, SC,YV4952CY9E1684616,Volvo,XC90FWD
27508,2015,11180,Tucson, AZ,YV440MDK0F2735348,Volvo,XC602015.5
25500,2015,18309,Norcross, GA,YV440MDK2F2705607,Volvo,XC602015.5
6995,2009,114402,Las Vegas, NV,YV1MK672592128025,Volvo,C302dr
8179,2006,101395,Pueblo, CO,YV1SW592562557518,Volvo,V702.5L
19947,2015,45832,Austin, TX,YV140MEBXF1196612,Volvo,V60T5
25000,2015,44697,Annapolis, MD,YV440MDK4F2667359,Volvo,XC602015.5
19991,2012,80514,Manheim, PA,YV4902BZ8C1134779,Volvo,XC70T6
7950,2008,94626,Stafford, VA,YV1MK672082057556,Volvo,C302dr
4999,2007,71438,Miami Gardens, FL,YV1MW382472311883,Volvo,V504dr
21973,2015,71196,Mars, PA,YV4902RC2F2583259,Volvo,XC60T6
23977,2014,67135,Charleston, SC,YV4952BL0E1185452,Volvo,XC703.2L
30750,2016,6959,Culver City, CA,YV126MFK2G2405714,Volvo,S60T5
19736,2012,72076,Simsbury, CT,YV4902DZ3C2253914,Volvo,XC60AWD
24900,2015,26352,Plano, TX,YV426MDC6F2593408,Volvo,XC60T5
22995,2015,49300,Naugatuck, CT,YV4940RA9F2606267,Volvo,XC603.2L
25949,2013,36446,Grapevine, TX,YV4952CT3D1641716,Volvo,XC90AWD
14900,2012,45931,Teterboro, NJ,YV1672MK2C2270475,Volvo,C302dr
26500,2014,49833,Annapolis, MD,YV4952CZ4E1687495,Volvo,XC90AWD
1999,2001,104588,Honolulu, HI,YV1SZ58D311001328,Volvo,V70XC
20925,2013,74821,Charleston, SC,YV4940DZ6D2369456,Volvo,XC60AWD
23995,2013,50530,Saugus, MA,YV4952CZ6D1671491,Volvo,XC90AWD
20499,2013,68468,Summit, NJ,YV4902DZ3D2439776,Volvo,XC60T6
14991,2012,68774,Bonita Springs, FL,YV1622FS4C2100551,Volvo,S60FWD
4950,2005,202911,Albuquerque, NM,YV1SZ592151192329,Volvo,XC702.5L
24897,2014,48633,Oceanside, CA,YV4952CY4E1691957,Volvo,XC90FWD
10536,2008,76529,Raleigh, NC,YV1BW982X81016952,Volvo,V704dr
25400,2016,40246,Boise, ID,YV4612RK3G2786136,Volvo,XC60AWD
25495,2013,34530,Hasbrouck Heights, NJ,YV4940BZ3D1146445,Volvo,XC70AWD
13875,2013,81435,Newark, CA,YV1672MK0D2300073,Volvo,C30T5
21750,2013,82020,Johnson City, TN,YV4952CZ5D1665021,Volvo,XC90AWD
25895,2015,21693,Glendale, CA,YV426MDC4F2605233,Volvo,XC60T5
6995,2006,177275,Salem, OR,YV1MS390762155152,Volvo,S402.4L
24906,2013,21668,Lakewood, NJ,YV4902DZ0D2409117,Volvo,XC60T6
7997,2010,134318,Falls Church, VA,YV1982BW2A1164417,Volvo,V704dr
21762,2013,70356,Englewood, CO,YV4902BZ1D1159041,Volvo,XC70T6
31865,2017,4409,Westport, CT,YV140MTL4H2428890,Volvo,S60T5
22900,2014,64814,North Haven, CT,YV4902DZ7E2501875,Volvo,XC60T6
22480,2013,51070,Rockville, MD,YV4902DZ3D2466542,Volvo,XC60T6
7950,2005,68952,Stone Park, IL,YV1SW592952481932,Volvo,V702.5L
19969,2013,77035,Cheshire, CT,YV4902DZ9D2395542,Volvo,XC60T6
3880,2004,217125,Pleasanton, CA,YV1CY59H541126473,Volvo,XC904dr
22999,2016,39270,Miami, FL,YV4612HK1G1004620,Volvo,V60
20999,2016,33521,Orlando, FL,YV140MEK7G1291324,Volvo,V60T5
18985,2015,67681,Hazelwood, MO,YV140MEBXF1199137,Volvo,V60T5
27983,2016,27390,Wallingford, CT,YV440MBK7G1242664,Volvo,XC70FWD
15995,2013,63916,Fredericksburg, VA,YV1672MK5D2305821,Volvo,C30R-Design
24998,2014,49468,Carrollton, TX,YV4952CY4E1680165,Volvo,XC90FWD
24202,2016,56521,Fairfield, Oh,YV440MDKXG2820120,Volvo,XC60FWD
24900,2016,38429,Plano, TX,YV440MDJ3G2842631,Volvo,XC60FWD
22000,2013,58804,Richmond, VA,YV4902DZ3D2455279,Volvo,XC60T6
22990,2016,40395,Roswell, GA,YV4612HK2G1003122,Volvo,V60
22990,2015,53089,Dallas, TX,YV440MDC5F2559874,Volvo,XC60T5
17999,2012,87453,Denver, CO,YV4940DZ3C2316955,Volvo,XC60AWD
24891,2014,31835,Sanford, FL,YV4952DL1E2524047,Volvo,XC603.2L
24995,2015,57392,San Antonio, TX,YV440MDC1F2586120,Volvo,XC60T5
17991,2012,97614,Lawrenceville, NJ,YV4940DZ0C2305332,Volvo,XC60AWD
19900,2016,99227,Kansas City, MO,YV440MDJ0G2813619,Volvo,XC60FWD
8988,2008,99962,Medway, MA,YV1RH592082696743,Volvo,S604dr
2495,2004,235502,Bloomingdale, NJ,YV1CM91HX41116052,Volvo,XC904dr
18995,2011,67417,Somerville, MA,YV4902DZ0B2157544,Volvo,XC60AWD
32824,2017,4964,Greensboro, NC,LYV402TK0HB136380,Volvo,S60T5
26999,2014,47689,Leesburg, VA,YV4952CZ3E1693837,Volvo,XC90AWD
5995,2008,123462,Virginia Beach, VA,YV1MK672682048666,Volvo,C302dr
9889,2009,85578,Escondido, CA,YV1MK672X92121216,Volvo,C302dr
19995,2013,66553,Arlington, TX,YV1672MC1DJ139425,Volvo,C70T5
5995,2008,124021,Englewood, CO,YV1MK672382078353,Volvo,C302dr
24875,2014,38767,Manchester, MO,YV4940DZ7E2548557,Volvo,XC60AWD
5999,2006,104488,West Scaramento, CA,YV1SW592462562323,Volvo,V702.5L
21974,2013,59839,Kirkland, WA,YV4952DL9D2430450,Volvo,XC603.2L
23988,2016,40404,Riverside, CA,LYV402FK3GB095298,Volvo,S60
22877,2016,43551,Michigan City, IN,YV140MEK0G1289169,Volvo,V60T5
24997,2013,31085,Charleston, SC,YV4952DL2D2445291,Volvo,XC603.2L
20999,2016,36977,Miami, FL,YV140MEKXG1289888,Volvo,V60T5
25993,2016,14350,Miami, FL,LYV402FK9GB106188,Volvo,S60
20974,2013,72432,Salt Lake City, UT,YV4902DZ9D2461233,Volvo,XC60T6
25000,2013,48160,Frisco, TX,YV4952CZ0D1639314,Volvo,XC90AWD
31850,2016,16,Brooklyn, NY,YV1612TKXG2392302,Volvo,S60T5
24100,2014,63355,Cincinnnati, OH,YV4952CZ4E1697816,Volvo,XC90AWD
26995,2014,39070,Austin, TX,YV4952BL9E1183196,Volvo,XC703.2L
16990,2013,45509,North Aurora, IL,YV1672MK9D2302906,Volvo,C302DR
23700,2014,54081,Manchester, MO,YV4902DZ5E2548547,Volvo,XC60T6
19995,2012,72912,Vienna, VA,YV4902DZ8C2334908,Volvo,XC60AWD
8995,2008,99560,Raleigh, NC,YV4CY982381428809,Volvo,XC90FWD
21930,2015,69088,Buford, GA,YV4902RB9F2624848,Volvo,XC60T6
20999,2016,37876,Orlando, FL,YV140MEK5G1291550,Volvo,V60T5
24455,2015,48627,Hardeeville, SC,YV440MDK8F2717583,Volvo,XC602015.5
26967,2016,36256,Norman, OK,YV4612RK5G2781293,Volvo,XC60AWD
30995,2017,19909,PENSACOLA, FL,YV126MFL6H2422087,Volvo,S60T5
22000,2014,70872,Lisle, IL,YV4902DZ9E2530469,Volvo,XC60T6
22500,2012,46730,Willoughby, OH,YV4902DZ4C2314851,Volvo,XC60AWD
19993,2012,67151,Fife, WA,YV4902DZ9C2337882,Volvo,XC60AWD
25900,2015,21978,Plano, TX,YV440MDK8F2721164,Volvo,XC602015.5
19900,2013,76606,North Hampton, NH,YV4902DZ4D2459826,Volvo,XC60T6
32188,2017,6183,Westport, CT,YV140MTL4H2429148,Volvo,S60T5
24991,2014,34541,Bonita Springs, FL,YV4952DL2E2506124,Volvo,XC603.2L
19688,2012,75401,Franklin, TN,YV4902DZ5C2250321,Volvo,XC60AWD
23995,2016,2957,Stafford, VA,YV140MEK7G1312446,Volvo,V60T5
23995,2015,66829,Indianapolis, IN,YV4952NBXF1195314,Volvo,XC703.2L
32188,2017,6712,Westport, CT,YV140MTL1H2428507,Volvo,S60T5
23000,2012,63109,Eugene, OR,YV4902BZ6C1139138,Volvo,XC70AWD
22981,2014,79322,Addison, TX,YV4952CT9E1684040,Volvo,XC90AWD
7995,2008,103250,San Antonio, TX,YV1MK672882063296,Volvo,C302dr
24325,2013,27755,Hardeeville, SC,YV1672MC7DJ140773,Volvo,C70T5
22998,2013,72002,Sinking Spring, PA,YV4902BZ8D1156850,Volvo,XC70T6
9888,2008,80557,San Mateo, CA,YV1MK672682079108,Volvo,C302dr
24565,2015,39662,Dallas, TX,YV440MDB6F2563259,Volvo,XC60T5
23990,2013,38987,Framingham, MA,YV4902DZ2D2457959,Volvo,XC60T6
23900,2013,40318,Raleigh, NC,YV4940DZ5D2407517,Volvo,XC60AWD
24538,2015,55501,Silver Spring, MD,YV440MDK9F2710755,Volvo,XC602015.5
25700,2014,31853,San Francisco, CA,YV4940DL7E2512606,Volvo,XC60FWD
25000,2014,46825,North Haven, CT,YV4902DZ7E2528980,Volvo,XC60T6
29999,2015,20503,Conway, AR,YV1902MM7F1186472,Volvo,S802015.5
24468,2013,62975,Simsbury, CT,YV4952CZXD1651504,Volvo,XC90AWD
22994,2016,24741,Daphne, AL,YV140MEK4G1294679,Volvo,V60T5
17490,2012,99510,Parker, CO,YV4902DZXC2313218,Volvo,XC60AWD
9995,2011,181206,Knoxville, TN,YV4902DZXB2149323,Volvo,XC60AWD
26559,2015,62309,Littleton, CO,YV1902MK8F1189637,Volvo,S802015.5
27888,2017,17675,Richardson, TX,YV440MDU8H2012173,Volvo,XC60T5
26995,2016,29710,Bloomington, MN,YV4612RK8G2832754,Volvo,XC60AWD
9999,2009,102451,American Fork, UT,YV1RS592392736462,Volvo,S604dr
8998,2006,73029,Irwindale, CA,YV1SW592562580474,Volvo,V702.5L
24297,2014,52030,Chandler, AZ,YV4902DZ4E2501204,Volvo,XC60T6
12999,2011,70354,Marietta, GA,YV1672MK5B2239235,Volvo,C302dr
21999,2016,29228,Orlando, FL,YV140MEK0G1290712,Volvo,V60T5
27193,2015,29054,Fredericksburg, VA,YV4902RC5F2576533,Volvo,XC60T6
32408,2017,6256,Westport, CT,YV140MTL8H2427953,Volvo,S60T5
26990,2016,21160,Summerville, SC,LYV402FK3GB091350,Volvo,S60
24569,2013,29873,West Palm Beach, FL,YV4952DLXD2423653,Volvo,XC603.2L
31984,2017,1909,Torrance, CA,YV140MTL1H2425820,Volvo,S60T5
27996,2014,37429,Nazareth, PA,YV1902AH6E1178627,Volvo,S80T6
23900,2016,34626,Killeen, TX,YV140MEKXG1287705,Volvo,V60T5
27687,2014,40880,Greensboro, NC,YV4952CZ6E1680905,Volvo,XC90AWD
22059,2013,85412,Littleton, CO,YV4902BZ5D1159012,Volvo,XC70T6
21995,2013,65167,Doylestown, PA,YV4940DZ0D2393445,Volvo,XC60AWD
21950,2013,66554,St. Louis, MO,YV4902DZ9D2382869,Volvo,XC60T6
22000,2013,65122,Scottsdale, AZ,YV4902DZ9D2394830,Volvo,XC60T6
9980,2006,58785,O'Fallon, IL,YV1MS382262174288,Volvo,S402.4L
21489,2012,58409,Summit, NJ,YV4902DZ9C2257790,Volvo,XC60AWD
24900,2013,23284,Houston, TX,YV4902DZ5D2417391,Volvo,XC60T6
27998,2016,6843,Hingham, MA,YV4612HKXG1019326,Volvo,V60
27600,2014,41206,San Francisco, CA,YV4952CF2E1691518,Volvo,XC90FWD
26995,2017,8771,Carlsbad, CA,YV140MEK0H1330949,Volvo,V60T5
5900,2009,140446,Austin, TX,YV1MK672192144092,Volvo,C302dr
28593,2016,19195,Escondido, CA,YV440MDK2G2851006,Volvo,XC60FWD
28785,2014,29971,Milford, CT,YV1902FH5E2294419,Volvo,S60T6
25900,2015,35502,Verona, NJ,YV4902RK2F2661448,Volvo,XC602015.5
23855,2015,66591,Manchester, MO,YV440MDB7F2607768,Volvo,XC60T5
32408,2017,8207,Westport, CT,YV140MTL8H2427550,Volvo,S60T5
19887,2013,75048,Dallas, TX,YV1672MC8DJ139759,Volvo,C70T5
24833,2014,46394,Manchester, MO,YV4902DZ9E2534621,Volvo,XC60T6
24988,2015,52232,Beaverton, OR,YV426MDB1F2590956,Volvo,XC60T5
22950,2013,56163,St. Louis, MO,YV4902DZ7D2455611,Volvo,XC60T6
7995,2008,115454,Rockville, MD,YV1BW982181035440,Volvo,V704dr
26000,2014,27398,Brooklyn, NY,YV4902DZXE2536507,Volvo,XC60T6
25995,2013,68241,Carlsbad, CA,YV4952CF7D1636660,Volvo,XC90FWD
25000,2016,30220,Lynnwood, WA,LYV402FM2GB090322,Volvo,S60
11995,2009,77884,Corvallis, OR,YV1MK672892121196,Volvo,C302dr
22802,2013,44108,Bossier City, LA,YV1672MC2DJ137408,Volvo,C70T5
11994,2010,74240,Saint Louis Park, MN,YV1982BW2A1125861,Volvo,V704dr
10000,2007,188196,Cumming, GA,YV1RS592072605373,Volvo,S604dr
19999,2014,90100,Longmont, CO,YV4902DZ3E2551060,Volvo,XC60T6
6995,2008,117447,Tampa, FL,YV1BW982081044582,Volvo,V704dr
25922,2014,50183,Cleveland, OH,YV4952CZXE1690952,Volvo,XC90AWD
23770,2016,69557,Columbia, TN,YV440MDM2G2798938,Volvo,XC60FWD
26888,2014,55377,Lynnwood, WA,YV1902AH4E1178965,Volvo,S80T6
27991,2015,8773,Spring, TX,YV440MDK9F2739995,Volvo,XC602015.5
8495,2007,161753,Georgetown, TX,YV1MC68227J018208,Volvo,C702dr
24500,2012,48518,East Petersburg, PA,YV4902DZ2C2304626,Volvo,XC60AWD
11999,2010,77093,Puyallup, WA,YV1672MK9A2171648,Volvo,C302dr
7495,2006,94535,San Leandro, CA,YV1SW592X62594466,Volvo,V702.5L
24190,2016,36085,Kennesaw, GA,YV4612HK7G1003049,Volvo,V60
18455,2013,100583,Mooresville, NC,YV4902DZ2D2376833,Volvo,XC60T6
28824,2014,40571,Fredericksburg, VA,YV1902AH3E1178990,Volvo,S80T6
23987,2014,52597,Hampton, VA,YV4902DZ9E2552214,Volvo,XC60T6
27486,2015,26378,Lancaster, CA,YV4902RC3F2579883,Volvo,XC60T6
30800,2015,16524,Lisle, IL,YV1902MKXF1191518,Volvo,S802015.5
21541,2013,68630,Daphne, AL,YV1672MC2DJ143337,Volvo,C70T5
8500,2008,102858,Charleston, SC,YV1MK672582046553,Volvo,C302dr
24888,2013,38098,Milford, CT,YV4902DZ6D2468060,Volvo,XC60T6
17997,2012,98669,Fond Du Lac, WI,YV4902DZ9C2269535,Volvo,XC60AWD
24557,2014,66539,Leesburg, VA,YV4952CZ1E1682075,Volvo,XC90AWD
25850,2014,36570,Manchester, MO,YV4902DZ3E2500447,Volvo,XC60T6
24700,2014,35280,Greensboro, NC,YV4902DZ0E2542719,Volvo,XC60T6
22977,2012,70506,Escondido, CA,YV4902BZ9C1126450,Volvo,XC70AWD
11471,2009,78917,Winston Salem, NC,YV1MS382892457850,Volvo,S404dr
9995,2010,113226,Houston, TX,YV4982CY0A1532998,Volvo,XC90FWD
24398,2013,34205,Palatine, IL,YV4902DZXD2412851,Volvo,XC60T6
24691,2015,27821,Fort Worth, TX,YV4612HK5F1001587,Volvo,V60
22000,2016,34231,Brooksville, FL,YV140MEK9G1291938,Volvo,V60T5
28990,2013,22763,Winston Salem, NC,YV4952CZXD1632306,Volvo,XC90AWD
25998,2014,68077,Hingham, MA,YV4952CZ5E1699641,Volvo,XC90AWD
27783,2015,27914,North Haven, CT,YV4902RC8F2626292,Volvo,XC60T6
26287,2014,39931,Boulder, CO,YV4902DZ0E2540582,Volvo,XC60T6
2000,2004,148308,MONMOUTH JUNCTION, NJ,YV1SW59V542356838,Volvo,V702.5L
22550,2013,53184,Phoenix, AZ,YV4902DZ6D2411079,Volvo,XC60T6
24726,2015,61958,Winston Salem, NC,YV440MDB0F2561913,Volvo,XC60T5
24995,2014,52663,Temple, TX,YV4902DZ3E2506913,Volvo,XC60T6
26907,2013,18166,Charleston, SC,YV4952DL9D2418878,Volvo,XC603.2L
7900,2008,111642,Lawndale, CA,YV1MK672882051990,Volvo,C302dr
22995,2014,86469,Teterboro, NJ,YV4952CZ6E1681388,Volvo,XC90AWD
19900,2015,69944,Evans, GA,YV140MED8F1203008,Volvo,V60T5
23985,2012,58750,Salt Lake City, UT,YV4902BZ2C1145289,Volvo,XC70AWD
24986,2012,45473,Wake Forest, NC,YV4952CTXC1627407,Volvo,XC90AWD
28487,2015,40238,Garden City, GA,YV440MBDXF1193377,Volvo,XC70T5
19995,2014,93227,New London, CT,YV4902DZ8E2547957,Volvo,XC60T6
27459,2015,21925,Littleton, CO,YV440MDK5F2678631,Volvo,XC602015.5
28911,2016,42187,Winston Salem, NC,YV4612NK5G1236450,Volvo,XC70AWD
28750,2015,17085,Pinellas Park, FL,YV4902RK4F2638754,Volvo,XC602015.5
24940,2014,33894,Newnan, GA,YV4902DZ6E2553451,Volvo,XC60T6
22000,2015,47614,North Haven, CT,YV1612SB6F1192264,Volvo,V60T5
11995,2008,62975,Sherman Oaks, CA,YV1MK672682080808,Volvo,C302dr
25999,2015,44323,Savannah, GA,YV440MDK0F2735608,Volvo,XC602015.5
28900,2016,33179,Salem, OR,YV4612RK4G2782421,Volvo,XC60AWD
16495,2013,75365,Hasbrouck Heights, NJ,YV1612FH5D2197820,Volvo,S60T5
8244,2008,114684,Charlotte, NC,YV1BW982681018133,Volvo,V704dr
22590,2015,40204,Fredericksburg, VA,YV1612SBXF1208322,Volvo,V60T5
21000,2012,64781,Omaha, NE,YV4902DZ8C2267212,Volvo,XC603.0L
19995,2012,76948,Salem, NH,YV4902DZ3C2250866,Volvo,XC60AWD
24900,2015,58068,Lancaster, MA,YV4902RB4F2617094,Volvo,XC60T6
22998,2013,63373,Leesburg, FL,YV1672MC7DJ143849,Volvo,C70T5
6690,2008,130042,Orland Park, IL,YV1BW982981011631,Volvo,V704dr
26900,2015,19893,Jacksonville, FL,YV440MDC1F2578275,Volvo,XC60T5
25299,2015,55001,Littleton, CO,YV4902RC1F2604523,Volvo,XC60T6
26495,2014,50827,Nashua, NH,YV1902FH2E2297293,Volvo,S60T6
16800,2015,90598,Kansas City, MO,YV140MEK3F1262904,Volvo,V602015.5
19995,2005,59750,Lawrenceville, NJ,YV1RH527X52461896,Volvo,S602.5L
27498,2014,27442,Falls Church, VA,YV4902DZ7E2522368,Volvo,XC60T6
26999,2017,15142,Boise, ID,YV440MWK6H1025246,Volvo,V60
23530,2016,29723,Gresham, OR,YV140MEK2G1307574,Volvo,V60T5
6984,2008,124714,Essington, PA,YV1MK672682057075,Volvo,C302dr
24834,2014,46072,Simsbury, CT,YV4940DZ8E2507399,Volvo,XC60AWD
24255,2013,43682,Fort Washington, PA,YV4902DZ5D2458202,Volvo,XC60T6
15991,2012,60721,Lawrenceville, NJ,YV1672MK6C2283942,Volvo,C302dr
24988,2013,44479,Raleigh, NC,YV1672MC0DJ143563,Volvo,C70T5
26995,2015,25099,Savannah, GA,YV440MDK4F2729696,Volvo,XC602015.5
32988,2017,3569,San Leandro, CA,LYV402HK0HB126764,Volvo,S60T5
2999,2003,235027,Chantilly, VA,YV1CM59H531018767,Volvo,XC904dr
24090,2016,29835,Winston Salem, NC,YV140MEK6G1292156,Volvo,V60T5
21991,2016,38684,Greenville, TX,YV140MEK2G1290226,Volvo,V60T5
25448,2014,49593,Fredericksburg, VA,YV4902DZ9E2545215,Volvo,XC60T6
24895,2014,50822,McDonough, GA,YV4902DZ0E2530540,Volvo,XC60T6
32995,2017,7502,Berwyn, PA,LYV402TK8HB125515,Volvo,S60T5
27000,2014,51921,Lisle, IL,YV4952CZ7E1693274,Volvo,XC90AWD
24545,2013,41922,Simsbury, CT,YV4902DZXD2442321,Volvo,XC60T6
33024,2016,4407,Silver Spring, MD,YV126MFPXG2395428,Volvo,S60T5
9888,2008,88420,Aiea, HI,YV1BW982681037457,Volvo,V704dr
27026,2015,29702,Fort Worth, TX,YV440MDK8F2710018,Volvo,XC602015.5
23999,2013,47778,New Richmond, WI,YV4902DZ4D2439947,Volvo,XC60T6
26800,2015,42541,Saco, ME,YV4902RB8F2577263,Volvo,XC60T6
26600,2015,48879,Delray Beach, FL,YV440MDK2F2687450,Volvo,XC602015.5
24500,2016,38876,Winchester, KY,YV4612HK9G1003148,Volvo,V60
25995,2014,38974,Hickory, NC,YV4902DZ9E2549104,Volvo,XC60T6
5500,2004,123111,Detroit, MI,YV1RH59H442378140,Volvo,S602.5L
8995,2008,112435,Warrenton, VA,YV4CZ982581432048,Volvo,XC90AWD
2990,1997,138854,Miamisburg, OH,YV1KW9603V1040927,Volvo,9605dr
26994,2014,52053,Tempe, AZ,YV4952CY2E1688054,Volvo,XC90FWD
24789,2015,62133,Southborough, MA,YV4612RK8F2734063,Volvo,XC602015.5
28500,2015,53802,East Petersburg, PA,YV4940NB4F1193954,Volvo,XC70AWD
29793,2015,34780,Bellevue, WA,YV1902TG3F2299468,Volvo,S60T6
21955,2012,64746,Fort Washington, PA,YV4902DZ3C2317742,Volvo,XC60AWD
23800,2016,32685,Thousand Oaks, CA,YV140MEK8G1288805,Volvo,V60T5
22000,2015,50537,Cranston, RI,YV1612SD3F1204212,Volvo,V60T5
23584,2013,42681,Frisco, TX,YV1672MC3DJ139040,Volvo,C70T5
23880,2016,31764,Manchester, MO,YV140MEK5G1290107,Volvo,V60T5
23995,2013,50349,Cary, NC,YV4902DZ2D2421124,Volvo,XC60T6
31886,2016,16730,Schaumburg, IL,YV126MFK1G2393135,Volvo,S60T5
26393,2014,51349,Saratoga Springs, NY,YV4902BZ9E1179877,Volvo,XC70T6
28991,2016,21410,Ft. Worth, TX,YV440MDK6G2879830,Volvo,XC60FWD
3495,2002,115124,Melrose Park, IL,YV1SW58DX22242114,Volvo,V702.4T
22722,2013,65456,Simsbury, CT,YV4902DZ7D2454376,Volvo,XC60T6
27000,2013,40101,San Francisco, CA,YV4902BZ6D1157348,Volvo,XC70T6
